product_id,user_id,review_id,review_title,review_content
B01N90RZ4M,AEOM4KLP4SKKVSOCAMP7ORLGPGUA,RJ19CW7WCSFUI,The button contacts are not very good.,The button contacts are not very good.
B01N90RZ4M,AE4VKQV43AJEZDWE4WVJWFDY6RVA,R3W3PK017U6SIG,Okay for temporary use,Doesn't look as standard and durable as original product
B01N90RZ4M,AGAUULKME2K6WYOHPLL5XT5XLQGA,RJB32KHP5D5O3,Seller: Smart Place Store; Remote Not original,Purchased from Seller: Smart Place Store;Remote works but low build quality. Not original.
B01N90RZ4M,AFP5TMKVX6PTNYNMLHFCVDXCTN4A,R3POHJCTG2XX71,It's below average,Material is very average
B01N90RZ4M,AGNYTWD4ORSSUWNGICU3TRNRMRIA,R1EKLLUH4KRRS9,Ok,Works as described
B01N90RZ4M,AGQCT5HPQJXUN2FVZNCBSEQIYDPQ,R2S00YTPGW362,Tata sky remote,Not meet expectations
B01N90RZ4M,AHWMHRT7TOMXLYI3XYM4K4OY3NEQ,R24N5IPVE7LGCM,Tatasky remote.,but O K.
B01N90RZ4M,AEXIFRBO4546MRMJHYKE2AH26VCQ,R2ZOR8P02Z5J8F,Working one,It's a good product.
B07B275VN9,AED54H4JXQGZT6GANH6PJN4SNU7Q,R3MXMT6V18JJ1P,Simple and good,Nice
B07B275VN9,AF652OHBGHAEER2HLOH45T6E65CQ,R1BQE9L2M5L12J,Satisfied!,Works very well with Airtel DTH. The pairing is as same as every Airtel DTH remote. All the buttons works properly.
B07B275VN9,AFJLA3VGFKFSX3VC6UC4ZAYVR4DQ,R369X3BEG4QPC4,Good one,Nice
B07B275VN9,AFGQN6RWDATMEVHEO5POPH6VYFRQ,R1ZBU0U8R5KBQD,Light weight,Good substitute for original. Nice product
B07B275VN9,AENYOOBQJZGYT4GNQRR3YEKI7KAQ,R1A0NYJ6MOX3U3,good working,ok
B07B275VN9,AHKZN2KHHR7CQWCGJDX26C5TBHXQ,R3RYEYCYNV47BZ,ok,Poor quality! Stopped working in a month
B07B275VN9,AHMJ5EEDULQII3FGSNR7PSHQABVA,R28TZ1RZWX14PP,Poor quality! Stopped working after a month!,This remote will work only for the new TV and not able to connect even follow all the procedure mentioned on guide.
B07B275VN9,AEA4764BEJKLL5UEYQ75K6TRRD3A,RNGN2ZRL685Z5,Not able to connect,You need to sync with original tv remote to make volume
B0B9XN9S3W,AFXQSBDW6232K22UMJWF5PMYX5RQ,R3FTW5HNPCX66C,Value for Money,Regarding rate I liked very much and reasonable.  Regarding the product Acer Company is manufacturing Computer Monitor and are best in quality.  So that
B0B9XN9S3W,AG4IENR3HNMEINBTJS3PET6VQY3Q,RM7IFDV9KNC2O,Good product,I prefer this company in buying TV
B0B9XN9S3W,AEYIYXI67FZ3H57OBTA2BGZBGTHQ,RK9JKA9U9LZ49,Great excellent picture quality,Its been 1 and half month using this product and have no complaint regarding the product some of its plus points are.1. Picture quality is good with clear sound quality2. We can easily connect any pan drive or otg to this Tv and access your content in tv.And Points in which it need improvement:1. Its does not support some audio format that.2. If we connect smartphone through OTG to TV it doesn't support the same3. Also we always have to use TV remote to start the TV. It doesn't start automatically when we on the swith
B0B9XN9S3W,AFUSP4NL7DIIS7CADTLDHGFLNOMQ,R15UN38LGPS71W,value for money,we have to press power button on remote each time to start this TV.Overall a very good product.
B0B9XN9S3W,AEJG6XAZFMVQ7NRKCXG3ZCC3DIVA,RCBVF30PUU6UT,Worth for the money,Picture quality is very good 😊
B0B9XN9S3W,AFIS3N547NISE4TGX3YU6F4X2AGQ,R1I75CYBWWYB2G,Good,Bought this TV on amazon sale
B0B9XN9S3W,AGIJM2HE6GKI3I75OJ7PODHPP67Q,R2Z5R4CWX4B3KB,100% Value for money,value for money at this price
B0B9XN9S3W,AGNXWXFWLOYZAYJ5PRIM2NB57E4A,RX4O8WQ6VY2AS,Value for money,the picture and sound quality was okay
B07966M8XH,AGZU6C2XL3X2B4NEWLQJDSJ75QGA,R9GNL4OF49DH6,A nice & sturdy product.,Its a good product.  Used for 42 inch TV
B07966M8XH,AHY62YAUHMMGFKSBGCECVGKXY2UQ,R2I0MJPJI6FOIE,Assembly,had to get it installed by a TV mechanic.
B07966M8XH,AEMGDIDXCHHDMTAJHRNXBUWISFQQ,R732VQVZLKUGL,nyc hairdryee,Gud for 40inch above tv
B07966M8XH,AHQNYNRXESALGWMUFS6ITFGOVGMQ,R3L55JQKYQUMNC,Good,best
B07966M8XH,AH7GOHZT6M5G6ELWPDTVZVKRZ7ZA,R2MN9LXLLTNJ58,Fits perfectly!!,Awesome
B07966M8XH,AEHIRIOGHJKVTFYHFZVQ322CMZMA,RY71WCYL05RXL,Not suitable for 50inch and above 😟,Nice and sturdy!!The quality of the product is outstanding.
B07966M8XH,AFUU5Q42TD7WLXRGKOBMRGUZWRFQ,RPFUVX3Z31TRO,Worth buying,The Stand is not suitable for 50inch and above.
B07966M8XH,AFUV6WMMWSY6UM3P6ATQ6SME3H7A,RO7LRFL67Z505,Worth,Arrived in good condition. Quality of mount is excellent
B09ZPM4C2C,AFRONQAZPYZARLWLDQM2VXS7ZTIQ,R95AYORS91NWX,Good,Everything is good. Just one suggestion
B09ZPM4C2C,AGA5INGXTDEODK7X55L4WXF6DJNQ,R345JC4508EPTU,Value for Money,when TCL is giving its own channel
B09ZPM4C2C,AHTI2CPD7SANQV7GK4FHIKCWJ7VA,R20E3IUW7O236Z,Picture quality was nice....over all product nice,then it should have some content. What it does
B09ZPM4C2C,AFUYGZVKVTGAEIOV2UCYF5JPXSCA,R2QP52L8FNG8EN,Till today everything okay,it will route me to another OTT platform for which subscription will be required to be taken.
B09ZPM4C2C,AHFVYKQ2L4PSG4EKGA4GLQKQT2NA,RS73FA8EPYION,Y,https://m.media-amazon.com/images/I/61mPJN3sH-L._SY88.jpg
B09ZPM4C2C,AENTXYVP4NNTWTHTYFRTOOY2MEAA,R134725GEKQE0F,Good,I like picture quality
B09ZPM4C2C,AGJS36PNW27URDEUJGCT2OLR3Z6A,RSQ14DVNFLV3C,Outstanding Performance,sound
B09ZPM4C2C,AFG6LFTPXXKNHXVGXPDM6P3CCAHA,R2OSJ4YOGUTXNR,Must buy,Good
B0BCZCQTJX,AEC5PUIW4OSIDDQED7WLXG2S7TOQ,R35LMI5GBW0RX3,Good Product,Works well on my 4K Amazone fire TV stick as well as 2nd Generation Fire TV Stick.If your original remote is got damaged. Buy this one. But price is a bit high. Should have been available for Rs. 800/-
B0BCZCQTJX,AGVXOHPJT64ZRYKHIDKVJSJGK6CQ,R35IGWMP7EV49V,Good product for my fire Tv,Liked it and and it suited very well for my fire tv
B0BCZCQTJX,AFQHWSQ7JR7VCM4SWXXIOB4V3VDA,R3KQ92E1PGHL45,Over-all food,The representative are very friendly and supportive
B0BCZCQTJX,AFXWZKJCBIHCQFOR2RFYUE7UQDSA,RZU6RWH3LJNWV,Good product,Product was good ..Customer service was also good.
B0BCZCQTJX,AGD7VGYGPRKMQY3XXC4U3XIDF5CQ,R2KYY1GC45E5SL,Product quality is very good and so is the customer service,It been a month since I started using this product
B0BCZCQTJX,AH23AKG5YNJYJ4Y6OYI5H6UBQMLQ,R3M55L4CWCO99H,It’s good,the product is good but it lags a lot it was the same before but I thought since it is new over time this would get resolved but it’s still the same
B0BCZCQTJX,AGKNJPIVMVEHKL6ZFBAQ3CTFZ2KQ,R3W4I9B0JTZJH4,worth buying,it takes time to perform an action most of the times. It not up to the expectation. That is the reason why I am changing the review. Thanks
B0BCZCQTJX,AFR7B35PQ2DLHGMFBSCRIUUVLRWQ,R30ELP5YFHQ2F3,Remote is working fine,It works with fire stick lite and to my surprise volume controls are also working which was missing in the original one. Setup is also quick.
B08QX1CC14,AFZBEV4BOWGRSEH2PK7D65ZW66PA,R3MHRRK05RD01A,Good in this price,Overall experience in this price is good.You can change 5 modes of audio.Play Store not support
B08QX1CC14,AFXQ3YGENWMRX36NXEBSR2ROPG5Q,R14A3U8XTK1D7X,Speakers and sound next level,but their app store has almost all apps
B08QX1CC14,AHD5PGE5RBBE2T3G427T32V7OROA,R1F10MFQBXZA8W,Bad remote,which we uses on tv like Netflix
B08QX1CC14,AELM6ILLTWBSXJXOKMNA2GM3DTKQ,RAT511FHTC8Q4,Remote problem,Prime
B08QX1CC14,AFXYY4Z4QM34XOLVVYKZSNZGBBBA,R11FM1DRG1FNOI,Good quality 👍,YouTube.We can't adjust brightness of tv.
B08QX1CC14,AFHZLQ2Q3GSCQCWMF4N66DXXVJCQ,R1RZDRQI3RD780,Skywall 32 smart TV,Im giving this review after 6 moths usage
B08QX1CC14,AF62LB4BMTMNZXCHTSXSEKCXZFLQ,RJS87YIWGG7GF,Phone se screen chalane fasta hai,The sound quality was next level
B08QX1CC14,AE5KLF5JEOL4PMUGKERILYLPDSNA,R2JI1L2FTMA3ZW,YouTube me I'd nhi bana pa raha hun,Picture quality also good...
B09VT6JKRP,AEC4ANXPPWN4RV5YG4JXEVPUXTHA,R3ET6IRJTU70BS,Does its Job fine,As a connector
B09VT6JKRP,AGDQOOPS6XJBBWHH34E4NJJUCN6Q,R3589B83QJ7IR8,Working perfect,it does its job fine.
B09VT6JKRP,AE7QAFZ3XNWF3O4BK4WIGFB3JGIQ,R19UEB6ST57UVR,working fine,Package arrived on time.. working good. Value for money..
B09VT6JKRP,AFVQ5YGAAENELAHUFPH2MAVYIWTQ,RG7D4BZAWAW7I,Disappointed,Good buy
B09VT6JKRP,AHTWP7R2AL6U4QIX73CNJ7Y7BBDQ,R32C8DOWXVBIQP,Does the job.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61YX8qeuCgL._SY88.jpg
B09VT6JKRP,AEHQERYQKTKY5OMTF5KOWEIVCSQA,R14MFGZY1ZD0M6,Nice product with good quality,It's great value
B09VT6JKRP,AGHYPI3NVH2LTDBF4N7QXV5CQEVA,RD2T9Z6AG9GBY,Good product,although the wire came folded and i had to untie it and untangle it. It does the job well and for the price it's at
B09VT6JKRP,AHCA5SEFUQQWPNVIGU2QCAWNMDKA,ROTSX1QO0ZBS6,Nice Product,I couldn't ask more.
B09T3KB6JZ,AGACKHUULXIV2SLNKKA6GWQOP7JQ,R2GC03W48T3IJR,TV looks fine,TV looks fine
B09T3KB6JZ,AHX6DQRYIJWTTXZ22B35O624OAYQ,R3EL2OA6MMM893,however I see some lag while selecting the applications,however I see some lag while selecting the applications such as Amazon prime etc. I didn’t install any new apps.
B09T3KB6JZ,AEH6JRDO3GFF5AKVH7SZUP2UPNZA,R1GV21LOE1079G,Best TV in the Price range,Received the TV on time.Good Things about TV and TCL:-1. Quick Response:- After the TV is delivered call the customer care for the installation and within 2 hour technician arrive and installed the TV. After that received call back from the customer care to gather the experience and pinged on whatsapp so that if in future encountered any issue quick help will be provided.2. Quality:- Quality of TV is good and can watch all the contents from the apps in max resolution supported by TV i.e.
B09T3KB6JZ,AH4UFMXJR52M6C4NX7QU4XASBENQ,R3RT49SO6YCNDO,Good for value,1080p.3. Steal deal
B09T3KB6JZ,AFVGMSHRL5NQJERZVEKY4JTQ26VQ,R31P7Y321UTDK1,Good build quality,during the GIF sale received the TV in 13299 which is just wow price.4. Sound Quality is good.5. Android 11 is good and the extra feature which I find beneficial when compared to my old android 9 tv is the voice search feature which now search the content from another apps also after giving permission which is not working on android 9 tv.6. Bluetooth remote with some extra feature. Bought the TV as already have the TCL s6500 32 inch model back in 2018 when it is launched and tv is working flawlessly and since did not encountered any issue so bought this brand tv again when required second TV.Improvement :-1. Bluetooth remote should have the all apps button on remote instead of TCL menu which my previous android s6500 tv have
B09T3KB6JZ,AEQH7UPNWWVMWQAZ2TKCXLZNLVLA,R16ZGZCQ1H0ED3,I am satisfied it's service till now if this will continue then it is very good,due to which have to move with some extra click which is annoying for my parents to use.2. in Bluetooth remote they provide some extra button to move directly to youtube
B09T3KB6JZ,AF2IITAFGAYGRB5HXE2INA4YXL5Q,R217N2SRNQMWHJ,Affordable price for all,netflix
B09T3KB6JZ,AEXRM3SMHD5HJC5BMNDNQSEMGLYA,R1H7N6CO2XOFSO,Very good tv,tcl channel
B093QCY6YJ,AFOYOG3YKIOLPTLR3RZNRGUHHEAQ,R32XZQTB1BP0J8,Good product,Working very nice ok
B093QCY6YJ,AENFRNJLSQPJICHCPKWOMUBY6RZQ,R2NHRHTL743ZMA,Best produced,Sahi paise ke hisab se sahi kam karta hai
B093QCY6YJ,AGFJSRWCBODKCJT6UZRNZJGS7REA,R10FKRAEORI9L,Working well as of now,So
B093QCY6YJ,AGEJSKUSIVTSJWJU7VP34MUN2TAQ,REVEDLADDDB1V,Money worth,the WiFi adapter is working well as of now. It has a CD for installation. However
B093QCY6YJ,AG4MIJFPUX7ACHTA37OTFR2POWAQ,R36GKVZB8QEVRH,Good equipment,it self installed without the CD. But it showed that installation wasn't complete even though it was and asked for security password once again after restarting the laptop.
B093QCY6YJ,AGKBVK7XMXHCSEHT2ENTPCTVRBIA,R2GVIPC51M5OO6,Writing after one month use. Working okay no issues till now,Its worth for money
B093QCY6YJ,AGGNPDA4Y5XGITWNNOOODFOYXUDA,R353OSCK8VF5E3,Nice product,Okay
B093QCY6YJ,AEUAAKEA5FFOZ66HNIUQI3OJQDQA,R30ADKRID5GLDX,Easy piece of great product,working.
B093ZNQZ2Y,AGDR4WFX53YFXTBXAHC65MMBDERA,R1MTTFP4GWHWC8,Very hard to use,Not value for money.. not satisfied
B093ZNQZ2Y,AFOEBFZC6LMNNTBEC22LCUGEO5QA,R2A03DS956BN4T,Good,Good
B093ZNQZ2Y,AGDWLF5AV4ORJG6IXPD65BSQ4WHQ,R21TRTA1VGGCD3,Required Replacement but replaced one is Good,Required Replacement but replaced one is Good
B093ZNQZ2Y,AERP2HDU5NDVDVWH2VDXZY3ITHRQ,R1UJJ36GMAT8P8,Good product & connectivity,Good pairing and connectivity
B093ZNQZ2Y,AFLUBMW56L2YZFC7R3RZVLC7YGAA,RLLTRV5LUMPGQ,Used remote delivered,Got a used remote. As you can see in the pic
B093ZNQZ2Y,AEVQ23BWUEEHRN4SPRKHA57N6SOQ,R1A3XYRF4ESBLP,VFM,the back button is discolored. Since it is working and we are in an urgent need of a remote
B093ZNQZ2Y,AGYFSXQSHFHYAB4GM2SRCFCQBFQA,RIOC9B1740DPI,Perfectly Compatible.,not returning. Sharing so that other people stay aware of this.Edit - Requested a replacement and the replaced one looks good.
B093ZNQZ2Y,AFYFP2TSUS4LLHR6CY5NJQZZIG7Q,R12CWR7TITHMF8,Working fine with mi tv4,Almost look like original. Just the brand markings are missing.Works fine with my TV. Good compatibility.All features works fine and as expected.Bcuz of all this
B08LKS3LSP,AH5JH2QLZDYXTHIDXBBLTDHQUALA,R168J8VQSY0OH5,Product is nice,Product  is nice
B08LKS3LSP,AGY6OOO6NIXEY5CJIHB4LUUUQJLQ,R18LTVF8A76SR3,Decent cable,Decent charging cable for the price. This does not carry data. Also the retractor is not that great. Within a few uses it stops retracting unless you hold both ends and try to pull. No issues in charging
B08LKS3LSP,AHCJ2GWM5V4XDOBLR4UU2RV4ERKA,RVRLO0A6SRBIU,It charges all the three types,just received the product
B08LKS3LSP,AFBURR5C3CR7XL4WPXXV5ZEDDZPA,R3VH49P53CT04T,Value of money,seems good
B08LKS3LSP,AFWFYPM37ORBVNKGLW4EETQML7TQ,RSEQE3YO0NKC0,Product is good and worth of money,got a black coloured product
B08LKS3LSP,AHFT6MCOAFZXAUNCYQYPBI7YYF4A,R3A8QATMFQYP3W,Good material.... working good,checked all the three types cable head. Durability will be known after the regular use. Seems worth the value.
B08LKS3LSP,AHA2QGFQYDUQ57OW7ATIM3QVTIIA,R374YBV58QVZRY,Very good,Good product
B08LKS3LSP,AFI5YRB4PKR26ECAXNTMOWMXMEQA,R233DLMRTKEDS4,ठीक ठीक है,This is a useful product ever✅
B09BW334ML,AHDC2HUUNEL6GRJRX5TTOVKITONQ,R3UKO8DK958TVU,Nice cover,The rubber around buttons got loose within months.
B09BW334ML,AEBMIYML42WN2LWWZ4VIYP6IYPJA,RQQT9ZUZIJ2J9,Good quality,Dealfreez Full Wrap Silicone Remote Cover Case compatible for 3rd Gen Fire TV Stick is an excellent product
B09BW334ML,AGMWSX5A6BMRWUFEIC4KPWXAJ4YQ,R243SOUNFQGU4K,Dealfreez Full Wrap Silicone Remote Cover Case is an excellent product,A great and a must have product..
B09BW334ML,AGIBHP2JIWGT67DQJYQTYMAXKTQA,RSHK5RYDB3VH6,Remote Cover,Good product
B09BW334ML,AE53NI5ENHBJCJOCII2GH6FLUOUA,R2HTAIZTX7XKXG,Loved it!,Silicon quality is awesom
B09BW334ML,AFI7P52BGRV2NZVRGTJLLCBGJC6Q,RHB3ONZ4OL1N2,Soft,but price is on bit higher side
B09BW334ML,AHJ7V4RXBRFQB2OARDFFSNWHNIRQ,R3Q0E1AI2I2B30,Best product for the price,It's pretty good but don't know about quality.
B082T6GVLJ,AGD3F3J523RVZPEJGZE7WPFJXONA,R19CZW6DWGE2WH,Exchange of the cable,I wanted a long cable but this is short just want to exchange . In one day you cannot judge it
B082T6GVLJ,AFAKUEWJWYAKREBPXLV2MNKZXMLA,R23RHEY0ZRAT67,Go for it !!,Very nice product it’s surprisingly charge fast then the original one go for it. 🥹🥹✌️✌️
B082T6GVLJ,AGM4RYZ46NPKH7I2SDZXAUHSB52A,R14H0NECRS2LAV,It works and it is worth,The color is also calming
B082T6GVLJ,AHNAIWL3HMBBFWPLJWSHF5XIGJLQ,RETQ7C9XRV1WY,Superab,Very nice
B082T6GVLJ,AELBEUEZY4ZDRRUYDKANK4BUZOHQ,R2WX5VW2D3WO75,Works Well and Durable,Good product for the price. Works well and charges fast.
B082T6GVLJ,AEVI32AU5HIKNCR3VPGFHSFDOL2Q,RK9ZW19PLNUYO,Very nice product.,Very nice.
B082T6GVLJ,AH2YUV5UZMGORXEBW3SJV4N3V2FQ,R2CPF8A0YDYQRE,Gud product,Good product.. works fine and good quality product
B082T6GVLJ,AHUJ3IACIKHRFAYWD3TAKH3SXKZA,R28O8X64JYO82C,Stopped working in less than a month,Last time I bought a cable for 199 and it worked 8 months
B07DL1KC3H,AGHKFSJFKP7E3JJOXV3C6UPGZKQA,R2W93BKACGQMYR,ভালই কাজ করছে,এই রেপ্লিকা রিমোট সেট টা কাজ করছে। স্যামসাং এলইডি 4 সিরিজের টিভি।
B07DL1KC3H,AFAZO5BDXQFTNM5IUP2X6F5XIIVQ,R3L9WB85IB0Y5O,পয়সা উসুল।,I bought it forMy Samsung E4000 series LED TV. The remote works. I use it mostly to control volume and source and it does its work. Am happy with it.At first they had delivered one remote that didn’t work and then I got a replacement which works as expected. Thank you!
B07DL1KC3H,AFAZO3VRRBIL6DP5UI4B2UDILGRQ,R15PHQG6E08SRK,Just what I wanted.. works perfect,Great 👍
B07DL1KC3H,AEBEUDL2VRUKJQ3R52K2SQR5JHJQ,RGAGJH8NCQG57,Great 👍,It’s a replica of my old Samsung remote. I have used it for a month now and no issues. Good product.
B07DL1KC3H,AEYPXWWAKKOQEX2Z6HKEVFCYZ4EA,R1I4MAFYK4CVTO,Good,Works fine with my Samsung smart TV. No issues till now
B07DL1KC3H,AHMURR4YBS77BA3QJ43PBIRDLLSA,RVP0VF5HL82LG,Works fine with my Samsung smart TV.,Does everything the original remote does.
B07DL1KC3H,AFAH6ZDWWYSXCWPETRIORFGRILAA,R2P3J8JNKDB1SK,Works perfectly,Not a genuine product. Seems brittle and a little tough around the edges. Lighter than original remote probably due to the poorer quality of plastic. But for my usage
B07DL1KC3H,AGRSOPDTA7U5B4WO5BHUCRZI5KRQ,RD9IPXKRI6ZDY,Not OEM. But works as expected.,that's ok as there are no kids to damage it. I barely use 2-4 buttons in the entire remote (Source switch to HDMI for Chromecast
B0981XSZJ7,AEIFMHDK4ETHLYWSV6TUFNSJU4MQ,R2JXNH8KUWRZK5,No reasons to complain,I bought the original cable for ~1K
B0981XSZJ7,AE7BNHD6PZQQD7K3OKFEPFHTISSA,R31JIXX5TZG1TQ,Value for money,and it stopped working after few months.This one is a fraction of cost
B0981XSZJ7,AHPZFIJWLON23LU5RFVBJO4BNM7Q,R2JSYRN50OK76N,Nice,and is working well!
B0981XSZJ7,AEV2GXFIZ3KD7EEKOE5URJQD6IFQ,R1D64K0KL2EG2Y,Works,Good product for 1+ 6 device. Supports fast charging
B0981XSZJ7,AGOKXS4TP2M6LTNG5HAEMLCKI2IA,RJ2YNRIIONHOT,Value for money,charging time identical to original cable.Durability slightly low than original as cable is less flexible. Works perfect with bike/car mobile charger unit as well.
B0981XSZJ7,AF5KJPHP55XSZUUXSC5OJUBJ5RVA,R38E1BUBY9DNVR,Go For It,I've been using it for a month so far
B0981XSZJ7,AF4TCPZK5Q3JFGYV4MBARJLS54PQ,R2QV17ZAFB5D2E,Nice,works fine...will update if the dash charging stops working too quick.
B0981XSZJ7,AH6AGSQLLH54UPSZGMXTOGESIEBQ,RP16EV0JDQBKX,It's fast charging good quality priduct,Product is Suitable for my Oneplus Nord working in wrap charging mode . Value for money in this price range and quality is also good . Go for it without any doubt for one plus .
B09F6VHQXB,AFCMYWUZMOK6KHPFLL4DTRV2KHWA,RTFGWAX83AVMH,Good.,Middle class family ke liye kafi achha he
B09F6VHQXB,AGOYWHMRBO7PSZ7ZPV3UH243H6AA,R16SIFXH9BMQT2,Value for money,or galat review dene se bachen.😹😹😹
B09F6VHQXB,AHJFTFOH2F6NXLGSEFSVCLQQLTZA,RKSB6RZJD7Y4B,As per price,Sound quality is good 😊😊
B09F6VHQXB,AG3TB7ROWWPT3OD5SN5ZVSBYZ2NA,R2455QTVQ8IHGK,product is excellent 👌,Tv is good overallbut croma is not present at some citiesand there the service is worstorelse it good and value for money
B09F6VHQXB,AH5MDQC5CNEJHNNNCBFSXIDCO6RQ,R32JWEJRN39EQK,The product is great but you might get scammed on Amazon,Sound quality could be better
B09F6VHQXB,AEU4DZ5TUTNBTJHIYUDYHWXTSNSQ,RCQRBHBTG5TBM,Very good 👍,Before buying any product from Amazon you should definitely buy products on EMI as you will definitely be cheated by them under the cute name of Free EMI. Amazon is outright cheating by using the word free in their manuals to attract customers. The TV I bought is great .
B09F6VHQXB,AEVV7FGCQH4N4HDNGHICKQHTMMRA,R1D0DZR0T2ZNBP,Nice tv,Picture quality good but sound can be more clear
B09YL9SN9B,AE4KODYP3MGRZS2JI6V7ZWVI5CHA,R2CS3O3RBOMTFP,Good tv and features in this budget.,Delivered in time. Package was in good condition
B09YL9SN9B,AEEETBDP73H6344UQ5FJSUBNR63A,R3H2SARN5OCYSA,Genuine products,thanks amazon. Was installed within a day. Writing this review after using the tv for more than a week.1. picture quality is good.2. Sound could be better. Dosnt' mean its bad.3. connectivity is good.4. No issues with software or hardware till now.Overall a good product in this budget. Once again thanks Amazon and LG.
B09YL9SN9B,AEHKKIS4WKMVCADF6Y3HMR5IRM7Q,R17IJUZWVYY9UP,Offers a lot of functionality for 32 inch,This is good smart tv
B09YL9SN9B,AHQWAOSKNRUVK7GN5FZJL3UYLV2A,R2BKMSGC49JIFQ,Best Buy under Rs. 16000/-,I wanted to get display for my PS4.  I was contemplating between a monitor and TV.  Since
B09YL9SN9B,AFJDUYYD5BCY5PU522GYHMVIS4VQ,R3LM25KZJYPW7K,A perfect TV for your room,there is no need to get display with high resolution
B09YL9SN9B,AFQRUDMIIMRA32Y3JBUQNWFREEUQ,R3FXNMZ5WCRVBB,Super 👌 👍,I opted for this TV.  I have been using this TV for 3 months now.  Below are my observations when using this TV as a secondary TV or gaming TV.Pros:1.  This TV comes with the software from the bigger OLED TV of LG meaning
B09YL9SN9B,AGSMSIDW4O7QLQGWYZQQMDHWGR4Q,RQAJZR3HP1BF8,Nice,to some extent better upscaling.2.  Since I am using primarily as a gaming TV
B09YL9SN9B,AED3V5KQXHYOPY3IL2CUQITIZFHQ,R1W0S8Y1MEZEOL,It's amazing with this price 15.5K.,I love the Game mode.  You can truly see the difference when you play with and without Game mode.  Pic and responses are shaper and faster with Game mode active.3.  You can connect Bluetooth headset to TV.  Great when watching movies as a secondary option.4.  LG service is the best!!!  The come probably the next day
B09TT6BFDX,AG47CSNDLDSLE7BQWBCUPL4IMBZQ,R175A66P22YRW5,Good,Good product
B09TT6BFDX,AERVJSFWEB7B63J46ZBDVGL4HEPA,R1UO8F94EK9479,Good,Good
B09TT6BFDX,AH7UKBIDDPO4XM2ZIT5IFSGEAIDA,R10MKW1UG3KEPV,Nice Product,Nice product
B09TT6BFDX,AFVUB7JIZ754R5LHBFCOBLWFL67A,R1LK4Q221ZFEZJ,Good looking 👌 good protection for remote control,fits exactly.
B09TT6BFDX,AF2XIRDLVIWFTUBDJMEWJOLB76OA,RIDD37MLHUPMC,It's a very good cover..I liked it.,Good product
B09TT6BFDX,AFRLBEKPIN22S4K4PBHUJ5PQPI6A,R3PMLB832O0JFF,Good,Fantastic remote cover to buy. It fits the LG 2022 model's UQ80 as well...A very good product.
B09TT6BFDX,AEMQUDDYUEXPRJ2C64I33YVVSQXA,R2MQKPT7ABOBFJ,Expensive,Done the job but value high.
